severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Name,,Identity and access foundation,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Rollup Key,,PROD-100,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Resource Group,,Product Delivery,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,% Complete,,38,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Total Story Points,,13,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Completed Story Points,,5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Logged Hours,,10.5,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Hours Accuracy %,,11.2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Jira Target Start,,2026-09-01,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-101,TEAM-101,TEAM,Epic,Identity and access foundation,Jira Target End,,2026-09-30,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,4
Info,AddedEpic,TEAM-102,TEAM-102,TEAM,Epic,Reporting MVP,Name,,Reporting MVP,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,5
