severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,AddedEpic,CORE-1005,CORE-1005,CORE,Epic,Client Walkthrough - Payment cutover downstream dependency,Predecessors,,CORE-1004,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,22
Info,AddedEpic,CORE-1010,CORE-1010,CORE,Epic,Scale Rows - Core Product - Notification routing wave 11,Predecessors,,CORE-1009,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,111
Info,AddedEpic,CORE-1020,CORE-1020,CORE,Epic,Scale Rows - Core Product - Account recovery wave 21,Predecessors,,CORE-1019,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,116
Info,AddedEpic,CORE-1011,CORE-1011,CORE,Epic,Scale Rows - Core Product - Session management wave 12,Predecessors,,CORE-1010,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,117
Info,AddedEpic,CORE-1030,CORE-1030,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 31,Predecessors,,CORE-1029,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,122
Info,AddedEpic,CORE-1021,CORE-1021,CORE,Epic,Scale Rows - Core Product - API gateway refresh wave 22,Predecessors,,CORE-1020,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,123
Info,AddedEpic,CORE-1012,CORE-1012,CORE,Epic,Scale Rows - Core Product - Account recovery wave 13,Predecessors,,CORE-1011,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,124
Info,AddedEpic,CORE-1031,CORE-1031,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 32,Predecessors,,CORE-1030,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,130
Info,AddedEpic,CORE-1022,CORE-1022,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 23,Predecessors,,CORE-1021,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,131
Info,AddedEpic,CORE-1013,CORE-1013,CORE,Epic,Scale Rows - Core Product - API gateway refresh wave 14,Predecessors,,CORE-1012,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,133
Info,AddedEpic,CORE-1032,CORE-1032,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 33,Predecessors,,CORE-1031,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,138
Info,AddedEpic,CORE-1023,CORE-1023,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 24,Predecessors,,CORE-1022,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,140
Info,AddedEpic,CORE-1014,CORE-1014,CORE,Epic,Scale Rows - Core Product - Consent preference updates wave 15,Predecessors,,CORE-1013,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,142
Info,AddedEpic,CORE-1024,CORE-1024,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 25,Predecessors,,CORE-1023,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,149
Info,AddedEpic,CORE-1015,CORE-1015,CORE,Epic,Scale Rows - Core Product - Fraud signal ingestion wave 16,Predecessors,,CORE-1014,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,151
Info,AddedEpic,CORE-1025,CORE-1025,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 26,Predecessors,,CORE-1024,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,158
Info,AddedEpic,CORE-1016,CORE-1016,CORE,Epic,Scale Rows - Core Product - Profile service rollout wave 17,Predecessors,,CORE-1015,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,160
Info,AddedEpic,CORE-1026,CORE-1026,CORE,Epic,Scale Rows - Core Product - Notification routing wave 27,Predecessors,,CORE-1025,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,167
Info,AddedEpic,CORE-1017,CORE-1017,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 18,Predecessors,,CORE-1016,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,169
Info,AddedEpic,CORE-1027,CORE-1027,CORE,Epic,Scale Rows - Core Product - Session management wave 28,Predecessors,,CORE-1026,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,176
Info,AddedEpic,CORE-1018,CORE-1018,CORE,Epic,Scale Rows - Core Product - Notification routing wave 19,Predecessors,,CORE-1017,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,178
Info,AddedEpic,CORE-1009,CORE-1009,CORE,Epic,Scale Rows - Core Product - Entitlement cleanup wave 10,Predecessors,,CORE-1008,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,179
Info,AddedEpic,CORE-1028,CORE-1028,CORE,Epic,Scale Rows - Core Product - Account recovery wave 29,Predecessors,,CORE-1027,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,184
