severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row,planning_date,planning_bucket
Info,AddedEpic,OPS-5010,OPS-5010,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 11,Predecessors,,OPS-5009,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,83,2026-06-08,Immediate
Info,AddedEpic,OPS-5001,OPS-5001,OPS,Epic,Scale Rows - Operations - Incident readiness wave 02,Predecessors,,OPS-5000,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,84,2026-06-15,Immediate
Info,AddedEpic,OPS-5011,OPS-5011,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 12,Predecessors,,OPS-5010,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,87,2026-06-15,Immediate
Info,AddedEpic,OPS-5002,OPS-5002,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 03,Predecessors,,OPS-5001,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,88,2026-06-08,Immediate
Info,AddedEpic,OPS-5012,OPS-5012,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 13,Predecessors,,OPS-5011,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,90,2026-06-08,Immediate
Info,AddedEpic,OPS-5003,OPS-5003,OPS,Epic,Scale Rows - Operations - Change advisory preparation wave 04,Predecessors,,OPS-5002,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,91,2026-06-15,Immediate
Info,AddedEpic,OPS-5013,OPS-5013,OPS,Epic,Scale Rows - Operations - Capacity review wave 14,Predecessors,,OPS-5012,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,92,2026-06-15,Immediate
Info,AddedEpic,OPS-5004,OPS-5004,OPS,Epic,Scale Rows - Operations - Runbook modernization wave 05,Predecessors,,OPS-5003,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,93,2026-06-08,Immediate
Info,AddedEpic,OPS-5014,OPS-5014,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 15,Predecessors,,OPS-5013,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,94,2026-06-08,Immediate
Info,AddedEpic,OPS-5005,OPS-5005,OPS,Epic,Scale Rows - Operations - Capacity review wave 06,Predecessors,,OPS-5004,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95,2026-06-15,Immediate
Info,AddedEpic,OPS-5015,OPS-5015,OPS,Epic,Scale Rows - Operations - Service review cadence wave 16,Predecessors,,OPS-5014,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96,2026-06-15,Immediate
Info,AddedEpic,OPS-5006,OPS-5006,OPS,Epic,Scale Rows - Operations - Monitoring handoff wave 07,Predecessors,,OPS-5005,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97,2026-06-08,Immediate
Info,AddedEpic,OPS-5016,OPS-5016,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 17,Predecessors,,OPS-5015,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98,2026-06-08,Immediate
Info,AddedEpic,OPS-5007,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Predecessors,,OPS-5006,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99,2026-06-15,Immediate
Info,AddedEpic,OPS-5017,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Predecessors,,OPS-5016,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,100,2026-06-15,Immediate
Info,AddedEpic,OPS-5008,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Predecessors,,OPS-5007,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,101,2026-06-08,Immediate
Info,AddedEpic,OPS-5009,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Predecessors,,OPS-5008,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,102,2026-06-15,Immediate
