severity,category,jira_key,schedule_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,AddedEpic,DATA-3010,DATA-3010,DATA,Epic,Scale Rows - Data Platform - Metrics certification wave 11,Predecessors,,DATA-3007,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,102
Info,AddedEpic,DATA-3001,DATA-3001,DATA,Epic,Scale Rows - Data Platform - Pipeline observability wave 02,Predecessors,,DATA-3000,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,103
Info,AddedEpic,DATA-3020,DATA-3020,DATA,Epic,Scale Rows - Data Platform - Streaming ingestion wave 21,Predecessors,,DATA-3019,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,104
Info,AddedEpic,DATA-3011,DATA-3011,DATA,Epic,Scale Rows - Data Platform - Forecast data mart wave 12,Predecessors,,DATA-3010,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,105
Info,AddedEpic,DATA-3002,DATA-3002,DATA,Epic,Scale Rows - Data Platform - Metrics certification wave 03,Predecessors,,DATA-3001,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,106
Info,AddedEpic,DATA-3021,DATA-3021,DATA,Epic,Scale Rows - Data Platform - Retention model update wave 22,Predecessors,,DATA-3020,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,108
Info,AddedEpic,DATA-3012,DATA-3012,DATA,Epic,Scale Rows - Data Platform - Streaming ingestion wave 13,Predecessors,,DATA-3011,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,109
Info,AddedEpic,DATA-3003,DATA-3003,DATA,Epic,Scale Rows - Data Platform - Forecast data mart wave 04,Predecessors,,DATA-3002,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,110
Info,AddedEpic,DATA-3022,DATA-3022,DATA,Epic,Scale Rows - Data Platform - Quality rule expansion wave 23,Predecessors,,DATA-3021,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,113
Info,AddedEpic,DATA-3013,DATA-3013,DATA,Epic,Scale Rows - Data Platform - Retention model update wave 14,Predecessors,,DATA-3012,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,114
